Time,longitude,latitude
20501,116.45509,39.86927
20502,116.55707,40.01179
20503,116.43681,39.89565
20504,116.58093,39.9239
20505,116.46867,39.91248
20506,116.44029,39.90717
20507,116.40344,39.83069
20508,116.53532,39.97094
20509,116.46612,39.80745
20510,116.27754,39.86061
20511,116.44366,39.93231
20512,116.3738,40.0159
20513,116.3445,39.87464
20514,116.32689,39.84731
20515,116.26362,39.89891
20516,116.31397,39.85322
20517,116.35784,39.85399
20518,116.27192,39.87431
20519,116.34343,39.84937
20520,116.37262,39.90599
20521,116.4839,39.92092
20522,116.39102,39.89886
20523,116.37402,39.96184
20524,116.5056,39.99043
20525,116.43561,39.98647
20526,116.33988,39.90837
20527,116.45482,39.87649
20528,116.33204,39.96629
20529,116.38363,39.86947
20530,116.36081,39.8351
20531,116.4441,39.82596
20532,116.39295,39.89877
20533,116.35897,39.86903
20534,116.47261,39.88302
20535,116.51469,39.90701
20536,116.4146,39.87711
20537,116.3502,39.90461
20538,116.5829,39.926
20539,116.4355,39.92249
20540,116.46191,39.98551
20541,116.32875,39.90588
20542,116.3938,39.85348
20543,116.28985,39.93113
20544,116.44928,39.81292
20545,116.46155,39.87673
20546,116.40223,39.8535
20547,116.57175,39.91367
20548,116.44432,39.8803
20549,116.33262,39.90183
20550,116.37957,39.85548
20551,116.32715,39.98478
20552,116.54412,39.91472
20553,116.42448,39.86422
20554,116.42105,39.94848
20555,116.40141,39.90706
20556,116.35111,39.85867
20557,116.28097,39.92303
20558,116.45511,39.93716
20559,116.41469,39.90069
20560,116.44055,39.82539
20561,116.34605,39.94064
20562,116.46847,39.92964
20563,116.69458,40.13723
20564,116.41193,40.02799
20565,116.47566,39.98213
20566,116.30394,39.91504
20567,116.43065,39.96807
20568,116.5866,40.0789
20569,116.40699,39.93957
20570,116.28313,39.79761
20571,116.40773,39.96119
20572,116.29288,39.89591
20573,116.39541,39.82292
20574,116.24687,39.85006
20575,116.41436,39.88314
20576,116.3943,39.8415
20577,116.2128,39.76314
20578,116.27721,39.90618
20579,116.38862,39.98691
20580,116.3738,39.92118
20581,116.22442,39.75709
20582,116.34504,39.91709
20583,116.26599,39.76874
20584,116.44928,39.93874
20585,116.41361,39.93233
20586,116.54407,39.91472
20587,116.45918,39.91699
20588,116.48794,39.91446
20589,116.41901,39.95175
20590,116.5817,40.07648
20591,116.43151,39.86935
20592,116.40593,39.86606
20593,116.46356,39.93232
20594,116.35963,39.94544
20595,116.35798,39.86759
20596,116.40037,39.87007
20597,116.67121,39.97423
20598,116.48993,39.87843
20599,116.38523,39.86241
20600,116.56868,40.0337
20601,116.41249,39.95047
20602,116.34321,39.91627
20603,116.5188,39.92257
20604,116.34663,39.90589
20605,116.52581,39.908
20606,116.46086,39.92722
20607,116.25948,39.94577
20608,116.37301,39.92634
20609,116.37827,39.98617
20610,116.55201,40.07186
20611,116.36271,39.96669
20612,116.33644,39.98486
20613,116.36504,39.94701
20614,116.39891,39.98692
20615,116.58397,39.96891
20616,116.30371,39.94161
20617,116.37927,39.98613
20618,116.47601,39.9763
20619,116.29066,39.84099
20620,116.51138,39.9333
20621,116.47827,39.89946
20622,116.35038,39.90318
20623,116.45955,39.92201
20624,116.36801,39.8697
20625,116.3377,39.93481
20626,116.38672,39.90145
20627,116.52608,40.03762
20628,116.50429,39.91471
20629,116.37295,39.95053
20630,116.41729,39.99243
20631,116.46342,39.99077
20632,116.36863,40.01668
20633,116.55815,40.03103
20634,116.3062,40.01613
20635,116.31346,39.93104
20636,116.37622,40.00851
20637,116.45285,39.83201
20638,116.27646,39.85835
20639,116.46182,40.00053
20640,116.46744,39.94575
20641,116.58257,40.06319
20642,116.34808,39.88777
20643,116.40845,39.76514
20644,116.301,39.96667
20645,116.39664,39.95016
20646,116.44947,39.94689
20647,116.40039,39.91675
20648,116.39254,39.95022
20649,116.44935,39.96544
20650,116.37941,39.96192
20651,116.38137,39.85299
20652,116.36597,39.997
20653,116.58118,39.90827
20654,116.33616,39.96084
20655,116.41072,39.98487
20656,116.52419,39.90862
20657,116.45754,39.88464
20658,116.46097,40.01326
20659,116.39583,39.93197
20660,116.44402,39.93999
20661,116.38184,39.97726
20662,116.47244,39.96372
20663,116.46917,39.99614
20664,116.41449,39.92303
20665,116.48648,40.00692
20666,116.4556,39.89137
20667,116.45392,39.94758
20668,116.3702,39.89279
20669,116.53214,40.04942
20670,116.3793,39.93185
20671,116.34826,39.95662
20672,116.31222,39.87392
20673,116.47997,39.9217
20674,116.41906,39.95249
20675,116.30562,39.89534
20676,116.40142,40.00803
20677,116.50003,39.9995
20678,116.3019,39.89482
20679,116.32708,39.98368
20680,116.43078,39.96768
20681,116.42114,39.93867
20682,116.4565,39.89942
20683,116.46877,39.95211
20684,116.45794,39.97368
20685,116.32782,39.92687
20686,116.45515,39.91681
20687,116.39343,39.90058
20688,116.42627,39.9324
20689,116.30423,39.93166
20690,116.44154,39.90728
20691,116.75678,40.13781
20692,116.41752,39.86995
20693,116.45922,39.90696
20694,116.43158,39.85736
20695,116.42534,39.97591
20696,116.41266,39.89441
20697,116.34982,39.9042
20698,116.47533,39.90682
20699,116.34913,39.89701
20700,116.37692,39.88797
20701,116.47126,39.86924
20702,116.34627,39.85013
20703,116.33329,39.74106
20704,116.45555,39.93796
20705,116.34685,39.98828
20706,116.4375,39.89671
20707,116.39662,39.80453
20708,116.33341,39.73621
20709,116.41113,39.85602
20710,116.3305,39.77174
20711,116.30916,40.00069
20712,116.38874,39.9583
20713,116.36833,39.87689
20714,116.31098,39.95178
20715,116.33258,39.906
20716,116.34536,39.9388
20717,116.28988,39.91728
20718,116.47604,39.99152
20719,116.58156,40.06961
20720,116.4566,39.94401
20721,116.56452,40.07204
20722,116.44971,39.96552
20723,116.41246,39.79691
20724,116.42684,39.9229
20725,116.43885,39.86315
20726,116.48057,39.8558
20727,116.31759,39.96581
20728,116.58166,40.0769
20729,116.54379,39.82031
20730,116.42037,39.8633
20731,116.37034,39.81113
20732,116.45932,39.94871
20733,116.41767,39.85701
20734,116.43932,39.87541
20735,116.38145,39.87237
20736,116.36055,39.84938
20737,116.37644,39.90659
20738,116.28259,39.83513
20739,116.41241,39.89621
20740,116.46264,39.94519
20741,116.48448,39.80061
20742,116.34652,39.93099
20743,116.47737,39.95508
20744,116.32447,39.92686
20745,116.47638,39.93225
20746,116.38684,39.88488
20747,116.47988,40.0115
20748,116.31048,39.98365
20749,116.39593,39.87113
20750,116.45594,39.94443
20751,116.5222,40.03167
20752,116.36441,39.85525
20753,116.58241,40.07481
20754,116.32588,39.89601
20755,116.37349,40.0606
20756,116.31475,39.96521
20757,116.53429,39.86862
20758,116.40396,39.96716
20759,116.46849,39.98119
20760,116.30394,39.93041
20761,116.407,39.84533
20762,116.36493,39.85066
20763,116.41151,39.91152
20764,116.4808,39.8599
20765,116.38123,39.85588
20766,116.58281,40.06045
20767,116.29018,39.92078
20768,116.4153,39.94877
20769,116.35302,39.94355
20770,116.38549,39.86979
20771,116.3941,39.84739
20772,116.52134,39.88555
20773,116.41489,39.87921
20774,116.39812,39.86815
20775,116.26606,39.86322
20776,116.45566,39.92221
20777,116.41266,39.89915
20778,116.44531,39.9177
20779,116.41166,39.91037
20780,116.38885,39.95661
20781,116.39532,39.88967
20782,116.30688,39.86361
20783,116.38078,39.85998
20784,116.44106,39.92558
20785,116.41489,39.95574
20786,116.29753,39.91178
20787,116.41473,39.95577
20788,116.57849,40.06258
20789,116.41163,39.9073
20790,116.40116,39.98165
20791,116.51854,40.09524
20792,116.42522,39.95605
20793,116.2698,39.95684
20794,116.25858,39.9054
20795,116.18014,39.78654
20796,116.37754,39.88801
20797,116.25786,39.86267
20798,116.25865,39.92021
20799,116.24519,39.86203
20800,116.39574,39.82366
20801,116.27845,39.82677
20802,116.39249,39.85575
20803,116.26722,39.89684
20804,116.25859,39.92507
20805,116.30437,39.9329
20806,116.5702,40.03774
20807,116.32814,39.88577
20808,116.29909,39.98366
20809,116.52342,40.03328
20810,116.51585,40.07617
20811,116.3526,39.94333
20812,116.36928,39.90587
20813,116.49603,39.9345
20814,116.48527,39.99053
20815,116.43985,39.92143
20816,116.51368,40.00035
20817,116.68115,39.9321
20818,116.49775,39.9806
20819,116.45472,39.89615
20820,116.49792,39.98668
20821,116.45585,39.90442
20822,116.2789,39.92327
20823,116.29732,39.97435
20824,116.36964,39.85544
20825,116.33082,39.89802
20826,116.41875,39.9878
20827,116.38044,39.98117
20828,116.35901,39.98604
20829,116.40888,39.98761
20830,116.42124,39.89204
20831,116.41836,39.97333
20832,116.36481,39.98606
20833,116.45495,39.87755
20834,116.38349,39.8595
20835,116.41496,39.871
20836,116.33675,39.8911
20837,116.39081,39.84077
20838,116.4296,39.90614
20839,116.29407,39.92241
20840,116.49392,39.99942
20841,116.45526,39.91985
20842,116.27828,39.9558
20843,116.49189,39.95926
20844,116.4324,39.86447
20845,116.42398,39.98757
20846,116.42882,39.91712
20847,116.43157,39.96753
20848,116.48558,39.96388
20849,116.30202,39.95843
20850,116.44487,39.93245
20851,116.43103,39.86439
20852,116.51467,39.91573
20853,116.45403,39.8917
20854,116.42674,39.91461
20855,116.49613,39.92982
20856,116.43016,39.93379
20857,116.49632,39.99984
20858,116.46197,39.96074
20859,116.56409,40.03388
20860,116.4834,39.90872
20861,116.5114,40.01245
20862,116.34945,39.9298
20863,116.68346,40.01765
20864,116.44276,39.88299
20865,116.31502,39.88251
20866,116.37552,39.87896
20867,116.3389,39.82111
20868,116.32831,39.88668
20869,116.39283,39.94786
20870,116.56991,40.03747
20871,116.33057,39.93133
20872,116.37517,39.94784
20873,116.37805,39.83273
20874,116.39624,39.90636
20875,116.56708,40.07079
20876,116.40276,39.87072
20877,116.55755,40.01069
20878,116.48293,39.9549
20879,116.43152,39.92174
20880,116.51665,40.00151
20881,116.55629,40.01487
20882,116.45146,39.91172
20883,116.43349,39.95846
20884,116.50467,39.94217
20885,116.42273,39.94111
20886,116.47642,39.98292
20887,116.55243,40.02879
20888,116.47278,39.97849
20889,116.42865,39.91765
20890,116.34902,40.01124
20891,116.56241,40.0695
20892,116.42585,39.90701
20893,116.28643,39.85797
20894,116.39451,39.8154
20895,116.30226,39.97413
20896,116.2698,39.92116
20897,116.41091,39.9948
20898,116.37927,39.99549
20899,116.31749,39.96564
20900,116.35985,39.89832
20901,116.40813,39.95778
20902,116.2957,39.906
20903,116.36367,39.98616
20904,116.29565,39.94447
20905,116.56666,40.07062
20906,116.30835,39.89549
20907,116.31737,39.93503
20908,116.23425,39.90252
20909,116.47324,39.96363
20910,116.34704,39.89648
20911,116.40083,39.90091
20912,116.35101,39.9016
20913,116.30387,39.93946
20914,116.4521,39.90271
20915,116.40223,39.94911
20916,116.32996,40.08206
20917,116.3374,39.89645
20918,116.29393,40.02359
20919,116.2926,40.07569
20920,116.6507,40.13569
20921,116.32682,39.93618
20922,116.60995,40.13782
20923,116.30437,39.9233
20924,116.59516,40.1269
20925,116.43801,39.9498
20926,116.55141,40.08909
20927,116.40199,39.95189
20928,116.63442,40.09089
20929,116.40165,39.98174
20930,116.56698,40.07082
20931,116.40668,39.85258
20932,116.42664,39.96818
20933,116.48188,39.867
20934,116.27222,39.89347
20935,116.4839,39.93541
20936,116.45531,39.88994
20937,116.32033,39.88814
20938,116.30844,39.93917
20939,116.40401,39.85359
20940,116.35805,39.87088
20941,116.25576,39.86571
20942,116.3344,39.88139
20943,116.29765,39.83229
20944,116.45515,39.89794
20945,116.6476,39.9065
20946,116.41186,39.90843
20947,116.35416,39.88796
20948,116.27499,39.9555
20949,116.40195,39.95879
20950,116.44605,39.90697
20951,116.49004,39.90644
20952,116.44492,39.85889
20953,116.3391,39.8064
20954,116.44237,39.82742
20955,116.44942,39.89212
20956,116.44204,39.8576
20957,116.52756,39.92558
20958,116.47192,39.91629
20959,116.50738,39.93328
20960,116.28756,39.93939
20961,116.37824,39.88704
20962,116.34267,39.88476
20963,116.46341,39.93231
20964,116.56232,40.06889
20965,116.21978,39.93162
20966,116.28232,39.95705
20967,116.36903,39.9563
20968,116.40702,40.05193
20969,116.25873,39.92887
20970,116.38203,39.94763
20971,116.25827,39.91627
20972,116.34782,39.87228
20973,116.47575,39.98129
20974,116.47379,39.90693
20975,116.44754,39.98014
20976,116.4887,39.90791
20977,116.52835,39.9155
20978,116.29468,39.95829
20979,116.31875,39.89595
20980,116.32765,39.96597
20981,116.47064,39.92965
20982,116.46718,39.90791
20983,116.31307,39.89556
20984,116.46345,39.92163
20985,116.33798,39.93074
20986,116.3954,39.85555
20987,116.58714,40.05997
20988,116.46691,39.89931
20989,116.48278,39.96999
20990,116.50559,39.92188
20991,116.45601,39.91296
20992,116.47327,39.97085
20993,116.45552,39.89016
20994,116.32116,39.98624
20995,116.62997,40.03335
20996,116.50668,39.98364
20997,116.57096,40.03452
20998,116.49056,39.97041
20999,116.37415,39.94759
21000,116.66362,40.04175
21001,116.48361,39.98686
21002,116.38159,39.87168
21003,116.51023,40.0111
21004,116.4146,39.87931
21005,116.48363,39.94345
21006,116.43964,39.87966
21007,116.48848,39.99387
21008,116.44384,39.9081
21009,116.43832,39.94792
21010,116.47237,39.97911
21011,116.29685,39.93212
21012,116.46626,39.93235
21013,116.42066,39.96771
21014,116.48958,39.97056
21015,116.52038,39.91237
21016,116.49001,39.97059
21017,116.42624,39.86934
21018,116.32932,39.91079
21019,116.40882,39.84102
21020,116.48372,39.98835
21021,116.365,39.9086
21022,116.46131,39.9036
21023,116.65273,40.16727
21024,116.57978,40.13191
21025,116.56958,40.06352
21026,116.62578,40.13783
21027,116.36377,39.97199
21028,116.31531,40.06574
21029,116.45607,39.88066
21030,116.42466,39.96791
21031,116.20108,40.04004
21032,116.346,40.00484
21033,116.29257,39.95778
21034,116.56896,40.03649
21035,116.4125,39.89899
21036,116.44411,39.90989
21037,116.62128,40.12789
21038,116.53176,39.92232
21039,116.47882,39.91639
21040,116.32232,39.88843
21041,116.43288,39.93246
21042,116.34716,39.9307
21043,116.45587,39.93136
21044,116.57922,40.04698
21045,116.57907,39.95193
21046,116.58188,40.07567
21047,116.37262,39.95489
21048,116.34736,39.88114
21049,116.47888,39.79299
21050,116.45645,39.87003
21051,116.37596,39.92127
21052,116.33237,39.87615
21053,116.44963,39.88736
21054,116.41767,39.87219
21055,116.57764,40.05846
21056,116.44969,39.80985
21057,116.42904,39.89905
21058,116.32876,39.80485
21059,116.32441,39.89601
21060,116.30378,39.88207
21061,116.37563,39.9058
21062,116.4293,39.91065
21063,116.47244,39.86665
21064,116.41796,39.98194
21065,116.36792,39.88016
21066,116.43338,39.95762
21067,116.39247,39.90625
21068,116.30273,39.95696
21069,116.37317,39.93152
21070,116.34368,39.89919
21071,116.40181,39.90722
21072,116.35174,39.94309
21073,116.26935,39.9172
21074,116.31035,39.88724
21075,116.36509,39.84574
21076,116.40606,39.89506
21077,116.33137,40.05752
21078,116.54016,39.90953
21079,116.4609,40.01184
21080,116.3381,39.91227
21081,116.63012,40.16333
21082,116.3237,39.96585
21083,116.47042,40.01396
21084,116.58257,40.06297
21085,116.31845,39.97505
21086,116.36296,39.89826
21087,116.43701,39.9072
21088,116.40513,39.85256
21089,116.43482,39.92277
21090,116.31687,39.96285
21091,116.40701,39.9172
21092,116.4196,39.94837
21093,116.34911,39.91679
21094,116.50855,39.90688
21095,116.42525,39.96166
21096,116.41244,39.89957
21097,116.4716,39.90433
21098,116.43262,39.94529
21099,116.60771,39.92039
21100,116.42053,39.90568
21101,116.50927,39.85119
21102,116.43658,39.90719
21103,116.48006,39.93478
21104,116.44493,39.98223
21105,116.35024,39.90633
21106,116.27265,39.89906
21107,116.46549,39.94487
21108,116.5866,40.07897
21109,116.30408,39.89251
21110,116.35852,39.94992
21111,116.30672,39.88752
21112,116.37829,39.8406
21113,116.53948,39.93857
21114,116.36298,39.8985
21115,116.3687,39.9858
21116,116.43964,39.9222
21117,116.40825,39.97887
21118,116.40573,40.03973
21119,116.37962,39.98637
21120,116.3945,39.83577
21121,116.45123,39.90734
21122,116.41755,39.85113
21123,116.65242,40.11615
21124,116.30405,39.9031
21125,116.40997,39.94852
21126,116.39442,39.88546
21127,116.39571,39.86412
21128,116.3682,39.86988
21129,116.47164,39.90573
21130,116.34878,39.86651
21131,116.45558,39.903
21132,116.34337,39.87338
21133,116.23981,39.90613
21134,116.40623,39.89964
21135,116.43995,39.80567
21136,116.30115,39.83952
21137,116.46448,39.89168
21138,116.50907,39.92195
21139,116.38169,39.85569
21140,116.45449,39.9074
21141,116.3505,39.84958
21142,116.45555,39.9246
21143,116.34433,39.84957
21144,116.4257,39.85858
21145,116.37382,39.93153
21146,116.42907,39.8577
21147,116.39483,39.85587
21148,116.31953,39.96754
21149,116.28079,39.83839
21150,116.58209,40.0663
21151,116.3218,39.98447
21152,116.30566,39.87635
21153,116.22376,39.8953
21154,116.324,39.96596
21155,116.51545,40.01451
21156,116.41542,39.93946
21157,116.62913,40.05634
21158,116.2477,39.94596
21159,116.36865,39.98587
21160,116.3455,39.93111
21161,116.30585,39.94043
21162,116.38504,39.94776
21163,116.4267,39.93222
21164,116.38834,39.9786
21165,116.30091,40.08125
21166,116.56396,40.06999
21167,116.50316,39.86148
21168,116.32825,39.90588
21169,116.46129,39.8868
21170,116.33687,39.9218
21171,116.47264,39.93245
21172,116.34882,39.88835
21173,116.36789,39.96664
21174,116.34374,39.84301
21175,116.45509,39.90333
21176,116.48368,39.87559
21177,116.41606,39.85626
21178,116.36799,39.87652
21179,116.41478,39.786
21180,116.41756,39.85334
21181,116.49182,39.99482
21182,116.41191,39.80045
21183,116.34064,39.96621
21184,116.36974,40.00064
21185,116.35297,39.94149
21186,116.4337,39.98182
21187,116.34712,39.92338
21188,116.58114,40.1169
21189,116.36925,39.92273
21190,116.45061,39.92561
21191,116.4794,40.15796
21192,116.37785,39.88813
21193,116.57893,40.04676
21194,116.37098,39.9475
21195,116.34561,39.89654
21196,116.52531,39.91405
21197,116.36785,39.89839
21198,116.43388,39.89238
21199,116.49903,39.92201
21200,116.36845,39.89234
21201,116.44355,39.93224
21202,116.40044,39.91401
21203,116.32835,39.91833
21204,116.58083,40.07523
21205,116.40471,39.92247
21206,116.45594,39.91247
21207,116.44462,39.98213
21208,116.49891,40.00226
21209,116.5506,40.0701
21210,116.43863,39.87427
21211,116.45611,39.96446
21212,116.32999,39.86679
21213,116.4183,39.97711
21214,116.58383,40.05875
21215,116.33334,39.88703
21216,116.31199,39.96391
21217,116.38721,39.98719
21218,116.40956,39.96055
21219,116.3484,39.97002
21220,116.31394,39.89557
21221,116.40929,39.96795
21222,116.35549,39.99229
21223,116.47262,40.09003
21224,116.46212,39.9609
21225,116.62346,40.09704
21226,116.45033,39.95477
21227,116.69497,40.06027
21228,116.62218,40.11633
21229,116.47117,39.96498
21230,116.44856,39.89235
21231,116.35443,39.8465
21232,116.3691,39.95877
21233,116.30591,39.94271
21234,116.36398,39.88783
21235,116.36962,39.86975
21236,116.47332,39.90713
21237,116.39281,39.88515
21238,116.41164,39.90744
21239,116.4396,39.9606
21240,116.63742,39.89807
21241,116.44737,39.98021
21242,116.30522,40.04061
21243,116.54291,39.96469
21244,116.45734,39.98475
21245,116.3496,39.9058
21246,116.66793,40.0378
21247,116.3701,39.90795
21248,116.48763,39.97036
21249,116.43344,39.85777
21250,116.36771,39.87708
21251,116.40298,39.99166
21252,116.65721,39.90732
21253,116.4462,39.93231
21254,116.30317,39.95371
21255,116.39761,39.8639
21256,116.45521,39.95112
21257,116.43664,39.89734
21258,116.32951,39.90394
21259,116.35005,39.92574
21260,116.37756,39.82513
21261,116.33625,39.95656
21262,116.45078,39.85931
21263,116.38776,39.85549
21264,116.43627,39.93973
21265,116.59446,39.90775
21266,116.38077,39.85002
21267,116.45949,39.98687
21268,116.40603,39.86754
21269,116.45574,39.95503
21270,116.40155,40.01202
21271,116.501,39.86715
21272,116.30634,39.94018
21273,116.37256,39.96708
21274,116.29953,39.9351
21275,116.45757,39.96481
21276,116.40656,39.94085
21277,116.29792,39.93543
21278,116.4839,39.89555
21279,116.32728,40.07862
21280,116.3041,39.91076
21281,116.30667,40.03879
21282,116.18351,39.922
21283,116.45446,39.88606
21284,116.37015,39.90791
21285,116.49131,39.90709
21286,116.33988,39.85015
21287,116.558,39.90857
21288,116.39075,39.885
21289,116.43628,39.95355
21290,116.43778,39.81453
21291,116.44775,39.97813
21292,116.38065,39.83313
21293,116.45032,39.88752
21294,116.44662,39.861
21295,116.51423,39.89089
21296,116.4398,39.9246
21297,116.41729,39.88263
21298,116.42289,39.83779
21299,116.45508,39.9144
21300,116.3737,39.93163
21301,116.41468,39.9821
21302,116.4377,39.93517
21303,116.40662,39.93027
21304,116.40307,39.93955
21305,116.5505,40.1068
21306,116.45482,39.94002
21307,116.5708,40.0423
21308,116.40192,39.9776
21309,116.44417,39.91607
21310,116.30184,39.88054
21311,116.42712,39.93931
21312,116.37233,39.98666
21313,116.43251,39.92545
21314,116.37566,39.85467
21315,116.36386,39.9708
21316,116.50981,40.01201
21317,116.40642,39.98563
21318,116.34939,39.95133
21319,116.42615,39.89232
21320,116.51003,40.11914
21321,116.40612,40.04713
21322,116.46853,39.9037
21323,116.44831,39.95751
21324,116.42551,39.86718
21325,116.36022,39.93088
21326,116.33211,39.88847
21327,116.40246,39.934
21328,116.33992,39.83209
21329,116.44417,39.92162
21330,116.36396,39.88794
21331,116.43876,39.88669
21332,116.31008,39.85714
21333,116.36525,39.88786
21334,116.4285,39.91903
21335,116.42148,39.89242
21336,116.33864,39.81556
21337,116.327,39.98814
21338,116.48286,39.95373
21339,116.43389,40.11769
21340,116.33097,39.9991
21341,116.34569,40.01601
21342,116.25856,40.03159
21343,116.34972,39.92648
21344,116.22734,39.99626
21345,116.35174,40.03036
21346,116.32596,40.03597
21347,116.46266,39.9502
21348,116.37831,39.88196
21349,116.22663,39.89653
21350,116.37007,39.90459
21351,116.4424,39.90719
21352,116.45101,39.95442
21353,116.38771,39.85547
21354,116.45498,39.87881
21355,116.39299,39.87891
21356,116.41219,39.95772
21357,116.29701,39.85795
21358,116.41266,39.85033
21359,116.4665,39.93338
21360,116.40812,39.9606
21361,116.33175,39.86686
21362,116.3056,39.87229
21363,116.49591,39.92141
21364,116.3318,39.99152
21365,116.44173,39.8982
21366,116.46946,39.90724
21367,116.46369,39.95036
21368,116.42273,39.96769
21369,116.31731,39.89595
21370,116.42799,39.94693
21371,116.47768,39.97473
21372,116.41058,39.93986
21373,116.3726,39.91308
21374,116.38144,39.80105
21375,116.34673,39.89492
21376,116.39468,39.94751
21377,116.28891,39.88859
21378,116.397,39.93779
21379,116.39442,39.84018
21380,116.33589,39.77318
21381,116.38773,39.94781
21382,116.3768,39.88796
21383,116.30773,40.02336
21384,116.31757,39.97649
21385,116.37064,39.90599
21386,116.41027,39.94738
21387,116.55596,40.02864
21388,116.42056,39.84247
21389,116.43381,39.90214
21390,116.36118,39.90603
21391,116.37721,39.9483
21392,116.52747,39.93656
21393,116.47206,39.91759
21394,116.34829,39.9664
21395,116.46532,39.91229
21396,116.54122,39.95597
21397,116.51187,39.91709
21398,116.4719,39.91015
21399,116.55261,39.91936
21400,116.47164,39.9068
21401,116.43551,39.96495
21402,116.28249,39.93044
21403,116.33125,39.95668
21404,116.3815,39.94748
21405,116.58651,40.07893
21406,116.29917,39.98528
21407,116.4108,40.05908
21408,116.55486,40.02952
21409,116.5623,40.06971
21410,116.41203,39.9055
21411,116.50803,39.93833
21412,116.31781,39.89585
21413,116.30202,39.96315
21414,116.47792,39.96974
21415,116.45367,40.01926
21416,116.38868,39.88486
21417,116.63348,39.91952
21418,116.3406,39.85239
21419,116.2874,39.88846
21420,116.31827,39.94825
21421,116.41574,39.85741
21422,116.34521,39.88835
21423,116.53108,40.02138
21424,116.36499,39.85298
21425,116.3423,39.86938
21426,116.41092,39.8978
21427,116.3186,39.89602
21428,116.41464,39.92322
21429,116.44083,39.92196
21430,116.38668,39.80155
21431,116.47108,39.87515
21432,116.42956,39.85758
21433,116.19776,39.92957
21434,116.433,39.86748
21435,116.53568,39.90773
21436,116.36156,39.88609
21437,116.41664,39.83077
21438,116.3914,39.87692
21439,116.33349,39.8884
21440,116.49255,39.92054
21441,116.23182,39.83766
21442,116.3102,40.01677
21443,116.40799,39.8639
21444,116.25839,39.86499
21445,116.38117,39.88143
21446,116.31818,39.90608
21447,116.28862,39.99628
21448,116.40612,39.87077
21449,116.45766,39.97517
21450,116.40905,39.94775
21451,116.49613,39.97917
21452,116.39155,39.93205
21453,116.44459,39.85877
21454,116.49928,39.91729
21455,116.49753,40.0342
21456,116.36837,39.87836
21457,116.44356,39.8255
21458,116.35713,39.91351
21459,116.38956,39.89809
21460,116.40062,39.90604
21461,116.42206,39.84172
21462,116.65127,39.88899
21463,116.29579,39.88208
21464,116.35881,39.85136
21465,116.4963,39.93063
21466,116.57458,39.91331
21467,116.62784,39.90478
21468,116.46303,39.91564
21469,116.28657,39.99268
21470,116.58234,40.07442
21471,116.3501,39.90022
21472,116.28556,39.8312
21473,116.36656,39.8878
21474,116.33928,39.906
21475,116.31654,39.7488
21476,116.37441,39.94749
21477,116.34847,39.86099
21478,116.34848,39.93912
21479,116.3214,39.96061
21480,116.25009,39.9282
21481,116.31182,39.96436
21482,116.34552,39.93878
21483,116.38802,39.88221
21484,116.26829,39.90183
21485,116.32735,39.89168
21486,116.35294,39.95669
21487,116.42917,39.85752
21488,116.35569,39.93108
21489,116.41562,40.04081
21490,116.36215,39.93476
21491,116.43586,39.91191
21492,116.345,39.91705
21493,116.40375,39.95227
21494,116.38827,39.98677
21495,116.51229,40.01664
21496,116.45062,39.9816
21497,116.42863,39.92435
21498,116.4976,40.00108
21499,116.52712,40.03998
21500,116.35586,39.84899
21501,116.27739,39.94893
21502,116.58303,40.07608
21503,116.34259,39.89151
21504,116.46749,39.90366
21505,116.34675,39.91161
21506,116.39834,39.85583
21507,116.32037,39.88113
21508,116.34795,39.89695
21509,116.33526,39.77511
21510,116.35014,39.90622
21511,116.32716,39.84793
21512,116.36722,39.92405
21513,116.32705,39.84923
21514,116.38602,39.89904
21515,116.34275,39.88055
21516,116.3061,40.07479
21517,116.34003,39.84205
21518,116.35774,39.88191
21519,116.44379,39.95247
21520,116.4518,39.8939
21521,116.39424,39.84424
21522,116.40875,39.89565
21523,116.21928,39.84449
21524,116.43986,39.92163
21525,116.35372,39.86246
21526,116.39928,39.87059
21527,116.48379,39.9867
21528,116.35714,40.07965
21529,116.38995,39.93215
21530,116.49254,39.95818
21531,116.45476,39.91135
21532,116.37816,39.96716
21533,116.3811,39.84394
21534,116.30945,39.77732
21535,116.40303,39.8999
21536,116.58159,40.06876
21537,116.39848,39.93212
21538,116.38937,39.86267
21539,116.48378,39.92329
21540,116.39096,39.94763
21541,116.35226,39.88687
21542,116.56662,40.07062
21543,116.30418,39.9419
21544,116.35834,39.88804
21545,116.43176,39.96714
21546,116.2572,39.9457
21547,116.27195,39.93135
21548,116.30752,39.98014
21549,116.27873,39.92404
21550,116.35051,39.90045
21551,116.41965,39.93527
21552,116.35973,39.96626
21553,116.5666,40.07144
21554,116.276,39.86655
21555,116.37235,39.95671
21556,116.23804,39.85911
21557,116.40898,39.98762
21558,116.34912,39.94207
21559,116.38666,39.90625
21560,116.36023,39.9753
21561,116.34661,39.91109
21562,116.41184,39.91431
21563,116.39447,39.89035
21564,116.19133,39.78979
21565,116.34912,39.94098
21566,116.44636,39.91215
21567,116.34903,39.9058
21568,116.41929,39.88269
21569,116.32048,39.88868
21570,116.37628,39.86796
21571,116.41479,39.85596
21572,116.38541,39.90092
21573,116.36846,39.88071
21574,116.43329,39.87474
21575,116.4188,39.94822
21576,116.36044,40.00504
21577,116.30549,39.8704
21578,116.45007,39.82142
